,r_user_degree,r_avg_pop_choice,r_avg_aud_omni
biancakimura,2.0,5386.5,24.218272409672654
JohnLouisHoward,1.0,1842.0,26.58695652173913
Britney_Szn,3.0,2783.3333333333335,26.325999576788288
mamb0jamb0,18.0,2766.6428571428573,26.146652118611684
moniash,4.0,5159.0,24.786948271463196
dunctait,1.0,782.0,27.642166344294004
LiwetSelene,14.0,2883.0,25.99322993744386
hamsta007,1.0,1099.0,27.143386897404202
maureenohare,1.0,2702.0,26.562286689419796
Querentino,2.0,674.0,27.322270603228546
mcmacjibberjab,2.0,2779.5,25.999703439239653
Harve750,5.0,4241.0,25.362148188934395
livefromsea,1.0,1517.0,27.572135201978565
Kestrel21,4.0,1784.0,27.512593601089176
Roc_A_Fella,22.0,3042.3809523809523,26.118789212532015
kumikana4,37.0,2731.310344827586,26.344848370094383
yungmachiavelli,16.0,3299.5454545454545,25.89727172153963
toastbrot_yeet,1.0,2448.0,26.982338902147973
sixJ0k3rsx,26.0,3469.25,25.766810698400285
Rafael_Louzada,8.0,3145.25,26.262142207952845
gempz,8.0,2979.714285714286,26.19936123062417
kilo_gwozdzi,2.0,3280.5,26.092901757859078
happykev,1.0,7093.0,23.807692307692307
dombrog,6.0,3920.0,25.77128785668135
joaotc,3.0,7093.0,23.807692307692307
MaCo4,6.0,2977.6,26.305536768322725
wintersoul_,1.0,3146.0,26.009312320916905
iRajanand,4.0,2124.0,25.66994309531817
DeIdArA_LoVa,4.0,3865.25,25.734638209048295
AllaAutumn,40.0,3706.3529411764707,25.785291175471993
BulwiaseK,1.0,2278.0,26.662724935732648
theborg-hun,9.0,3248.75,25.81456044174599
claranax,2.0,2068.0,26.498511269178962
rockanddrums,1.0,5784.0,24.502773668639055
cessy5,4.0,6835.0,23.814519286873942
Aleximpinna,3.0,4412.666666666667,25.499956809694492
mayehannibals,21.0,4135.1875,25.365790846363353
plasticlachesis,37.0,2311.296296296296,26.441683399382
LoaderV,46.0,2893.3333333333335,26.25007113115377
murb,4.0,3300.0,25.879158180583843
devilstrawberry,6.0,4465.4,25.407202034480214
FunkDip,2.0,1923.5,27.14692180054459
e_kusano,23.0,2345.3529411764707,26.516031681290496
gugudank,1.0,1877.0,26.201037613488975
JoseRaulCortes,17.0,4384.846153846154,25.37410902515385
cipromil,1.0,790.0,25.861742424242426
trickstar87334,13.0,4206.818181818182,25.293864363684737
Lucijin,48.0,3804.6206896551726,25.477006913373646
orsonfrut,1.0,2634.0,26.43100436681223
scarletlestat,10.0,4495.625,25.2680722309846
Klikorafal,29.0,3541.0384615384614,25.799371773524776
wanderungen,6.0,3299.6666666666665,26.104979880832275
My_Funny_Dirge,47.0,3141.9714285714285,26.093431506463656
eldesperado381,2.0,2400.0,26.51467507453053
aguanteflema,13.0,4193.7,25.3693993698044
ERoyalty,1.0,960.0,28.211062590975256
spunkka,1.0,4063.0,25.422858686841394
nemo107,6.0,3979.25,25.485669148291862
positivity1999,9.0,5604.444444444444,24.517640697278857
Rotten666corpse,1.0,895.0,27.238095238095237
white_lights,4.0,5058.0,24.92091383540761
vertov,14.0,4299.083333333333,25.307959270829844
kakashtla,9.0,3549.375,25.656158711468137
95percentKIRA,7.0,3722.25,25.320619539405698
Makzimilian,2.0,6282.5,24.195360445785006
marcstyles,14.0,3399.153846153846,25.995386910437148
tixitaximax,9.0,3616.5714285714284,26.20739438745941
vitya_animato,9.0,4350.333333333333,25.253565736180047
angrypeach,4.0,1508.3333333333333,27.050705472670888
Deliverancess,2.0,3300.0,25.879158180583843
Chryzelefantyna,1.0,1513.0,27.44370308590492
Andomiel,41.0,2962.5263157894738,26.109535638905133
sigv,1.0,5056.0,24.85747863247863
hLeks,11.0,3777.3,25.69015446555523
TheDarkDefend19,3.0,6671.666666666667,24.074444414436698
joezuu,3.0,8936.5,22.61863082135064
Sanchit0,4.0,4583.0,25.284124015467455
StephenMilnes,2.0,4474.5,25.004501085369363
Primuser,2.0,654.0,27.931575259273103
huyderman,20.0,4033.133333333333,25.35732506394974
KSEllie2626,2.0,3039.0,26.62635311683464
AnneWeiland,49.0,3378.3,25.942061982711245
meheperdido,1.0,1784.0,27.512593601089176
Tiagoyuppie,4.0,1221.5,26.578223598671414
atmasphere,1.0,4935.0,25.089591567852437
Driver008,13.0,2869.0,26.09916233753368
Jocsj,2.0,3745.0,25.604943417336123
ext1na,31.0,3031.3703703703704,26.196379258329262
RoldanDisaster,4.0,3294.25,25.874376055551817
Derfel73,35.0,3794.653846153846,25.773248922071822
Zalindras,7.0,2241.8571428571427,26.604717255130232
fakk3,10.0,4261.125,25.253707726864864
Geekova,43.0,2817.516129032258,26.12658605935517
DISTRICT7642,2.0,6569.0,24.188503255409074
DiTK,1.0,544.0,28.914285714285715
fiodor3,23.0,3242.9473684210525,25.96863269630973
Aneitte,44.0,3492.6666666666665,25.77248099660554
mangomac,1.0,6881.0,23.663337430854334
jlam,21.0,4406.235294117647,25.37492530871542
Ronnyken,3.0,2689.5,26.314630584220957
aribarrio,1.0,3146.0,26.009312320916905
hansk927,5.0,5740.0,24.47825761737129
Remilia-chan,11.0,1593.0,26.329192348910034
musicalter,19.0,3599.3125,25.67231713133112
pearljam11,1.0,523.0,27.616438356164384
Adrad,1.0,4037.0,25.60911074740862
curtico,1.0,1517.0,27.572135201978565
flyin_swordsman,1.0,3917.0,25.49394536750211
JeHones,21.0,2799.214285714286,26.41998318673259
siromashka,11.0,5122.727272727273,24.834506917890973
nostrand,1.0,8991.0,22.719120725750173
ClintAdams,2.0,1701.0,26.997846719844457
so-easy,2.0,6232.5,24.03985198926093
adultdisco,10.0,2984.6666666666665,25.90693322317072
MidKnight98,2.0,1783.0,26.826218338528626
el-lin,2.0,7240.0,23.529100387760117
milg1,7.0,4263.6,25.274053541798644
discocyst,9.0,5759.571428571428,24.69631412285202
Ghost_Boredom,1.0,8440.0,22.839627329192545
utopictown,1.0,3146.0,26.009312320916905
Sunfir66,1.0,1222.0,27.044228694714132
jack300886,9.0,5609.375,24.510412505441604
rotted-in-hell,3.0,2212.6666666666665,26.05912073058091
mihaiborcan,2.0,1827.0,26.651565622918053
Diec_Gil,1.0,3277.0,25.5260989010989
KaueCp,8.0,2004.5,26.717981384576206
sunsetcup,11.0,3767.875,25.6223322064315
bobert883,10.0,3447.777777777778,25.794006285999664
rickdl,5.0,2494.3333333333335,26.071274623278953
XenosBroodLord,3.0,3122.0,25.97985808851333
Joethelostone,5.0,6320.75,24.318844375148693
ninalucia,7.0,4526.571428571428,25.37568241501449
Krystian-K,2.0,5399.0,24.578641399178224
wilianbelisario,5.0,2329.5,26.508303958820374
chubee33nass,12.0,3716.0,25.662641037931024
Mandalkor94,4.0,5745.666666666667,23.587589549863882
mahrxon,6.0,5334.2,24.339935642517823
elphyne,19.0,2941.235294117647,26.272414786669337
schrillerille,35.0,3709.913043478261,25.63683085344084
Boppser98,1.0,1559.0,26.879421221864952
sayhellotohanna,4.0,3982.3333333333335,25.671145653192173
cindinero,4.0,5512.0,24.75210625877996
charcoalrainbow,5.0,4054.6,25.446474738937088
ya_Sushka,4.0,5359.0,25.18720178372352
LiMe_mD,45.0,3631.6111111111113,25.706346109359828
ukl33,1.0,3132.0,25.849295265630648
meuteke,2.0,3284.5,26.192437922053685
JOPiethro,3.0,5467.666666666667,24.627985080874225
h_smll03,5.0,4076.6666666666665,25.3497379948532
haustlauf,11.0,4309.090909090909,25.341167053251464
elachime,24.0,3565.8888888888887,25.600594612821208
panicinblue,2.0,2634.0,26.43100436681223
dististik,18.0,3302.6923076923076,25.83374728602321
resont-,36.0,3601.04,25.833373274145337
LukasRizzer,1.0,3641.0,25.96315468940317
BeX91,6.0,5133.0,24.883583956068286
raissaxz,3.0,1271.0,27.107339114414586
popi19987,4.0,2226.0,25.92798838836303
Nephologia,34.0,3560.3478260869565,25.766288023385453
MissGreenDay,14.0,3221.818181818182,26.23481113840637
consequence,8.0,4652.666666666667,25.249184776556195
annisthenymph,45.0,3587.6969696969695,25.795688815355987
yewknee,6.0,3029.8,25.896289964535082
supermeisty,1.0,1222.0,27.044228694714132
DeadManQuestion,21.0,4824.64705882353,24.974748712573394
rvr777,2.0,5608.5,24.955113957298956
Ratcake,6.0,4023.8333333333335,25.374765427946738
windowlicker_ua,6.0,2206.0,26.740627077543476
Demian_NSG,5.0,3875.0,26.040075225211655
abzac,6.0,6705.666666666667,23.965122226857662
Emberstorm,2.0,2899.0,26.06084862523996
KyliesusChrist,5.0,2800.5,26.467348711528928
VivoSuUnaMela,6.0,4659.333333333333,25.015646522603927
Killdare,37.0,3273.6857142857143,25.82105339518199
GodlyTitan,5.0,4028.0,25.421048873694684
MidniteRockr,1.0,6427.0,24.134293757244578
Tymuch,7.0,1167.2,27.284222750206094
Motodrom,10.0,3945.5555555555557,25.44139606097163
TurboKoze,6.0,2096.25,26.2682546971869
phungnam96,22.0,2999.722222222222,25.936426294079315
cardenalero,1.0,4037.0,25.60911074740862
liltracyy,7.0,3206.714285714286,26.135946376198234
damiano_69,7.0,3785.2,25.786288266190176
Acid3P,43.0,3534.8064516129034,25.713894175629868
david-1991,12.0,2828.818181818182,26.450727901594483
InfatuationR,1.0,3334.0,26.147386172006744
DasAndrealein,24.0,3355.5555555555557,25.949776668140647
acme_,3.0,3643.6666666666665,25.686135128888015
blaese,25.0,3453.090909090909,25.926117108708784
RainAndScars,34.0,3591.8076923076924,25.721441025758676
Olesmise,32.0,3456.8333333333335,25.887503502468594
DjPumpking,34.0,3465.36,25.878563226021097
lovaleriae,19.0,3182.25,25.816855605599542
johndisconnect,2.0,1483.5,27.231052577159694
hippityhoohah,12.0,3822.909090909091,25.68632894777369
marlsjk,33.0,2412.655172413793,26.720220836005026
tylerdurden31,3.0,1827.5,26.380077035879328
arancia,2.0,4489.5,25.11665629539737
Supernaut_,6.0,2957.8,26.066772765283787
Full_of_hornets,7.0,3686.8,25.407715368794346
simon_lynn,5.0,3562.0,25.8202203221295
Venomx666,7.0,4122.666666666667,25.434668953795526
Pani_Kika89,2.0,1232.0,27.125321133400522
immortal_br,1.0,460.0,26.873015873015873
BlackoutZoned,6.0,4847.166666666667,24.76100658752219
danialbehzadi,4.0,3312.0,25.773294843412245
azharcs,4.0,1663.25,26.9740938543963
IohNaila,1.0,1487.0,27.535344827586208
AdemilsonM,44.0,3460.212121212121,25.83536223294053
mexian,1.0,1751.0,27.105668299510146
stofaman,4.0,5181.333333333333,24.83031237108784
Metal_atheist,1.0,9433.0,22.397634313508732
allexmagnuson,5.0,4609.25,25.300713500210975
Dubstep_Outcast,47.0,2893.684210526316,26.03415458285848
Catamenia321,36.0,3638.076923076923,25.74253515617768
goation,4.0,3288.0,25.986323891207384
GeorgeArishvili,1.0,1799.0,26.572696245733788
Kisomuro,4.0,3176.75,25.408062910455072
frinsen,8.0,3012.625,25.985537353613935
cristianlastfm1,1.0,6427.0,24.134293757244578
jazzzztrane,12.0,4484.142857142857,25.383831281508265
RyanBurnouf,1.0,4935.0,25.089591567852437
uaulauu,1.0,2706.0,26.331066723331915
gniewpastoralu,5.0,2966.0,26.28878370918799
robinjfox,1.0,416.0,24.43421052631579
ecsstatick,11.0,6300.142857142857,24.065882808804435
Tutinho,3.0,3973.0,25.92573072197827
discordianfish,3.0,2118.6666666666665,25.104190175393892
baeanna,1.0,1784.0,27.512593601089176
labelleb,14.0,3726.2727272727275,25.678415046720193
djsasha_84,4.0,2443.0,26.17870513762156
Digidaj,14.0,4236.1,25.23490053202461
supersmashsteve,21.0,3702.4210526315787,25.832117890432638
Yasi94,49.0,3038.0,26.1155047853684
wish-,1.0,3233.0,25.7768479776848
mahaosama,1.0,2135.0,26.2853170189099
leahmcleahson,15.0,3470.4545454545455,25.902726083243877
Varger0,36.0,4024.4545454545455,25.483828495916214
STONEPHILOSOPH,9.0,2783.375,26.114768838024965
BigEvilAvie,1.0,1733.0,26.407773851590107
maciejchochol,2.0,2729.0,26.080706179066834
becario_alex,25.0,3559.9523809523807,25.68962546771745
betel,2.0,6144.0,24.046080102068572
MikisLives,13.0,3242.7272727272725,25.885659524672818
clairemarie88,3.0,4121.0,25.262948336280246
darthvalder,17.0,3277.714285714286,26.010207012568877
DarthMalice1302,2.0,4152.0,25.167665685366778
Karsikkopuu,34.0,2875.548387096774,26.189229479792516
TiberiusDRAIG,6.0,2879.8,26.717816604953537
FreddyBlackJack,2.0,3484.0,25.943380689586597
kissy0560,14.0,2868.777777777778,25.89064986845662
Moontower,3.0,1042.0,26.785303923674935
hyukshi,15.0,4422.0,25.40726860026252
MarochkoVovka,3.0,2352.5,26.689824168403227
metalloss,48.0,3092.1111111111113,25.961884866674648
gocheese,31.0,3373.96,25.75523998414181
AcidWordsRain,39.0,3132.7741935483873,26.15044384790886
Catlinman,4.0,2463.5,26.511800446011776
Featherfin,13.0,2242.1111111111113,26.538204458022864
Sonicjeb,4.0,897.5,26.386121919584955
ernstbe,6.0,4425.4,25.09418312210783
Morrison675,41.0,3604.25,25.754815607845426
starlanzo,2.0,2180.5,26.48888460601051
xstartstopx,1.0,4520.0,24.986724595703595
Namelier,46.0,3381.6944444444443,25.95856513227726
Valerockandswim,10.0,3104.0,26.16661462201543
Ci-chy,6.0,3158.3333333333335,25.92718143368597
maddyson047,15.0,3865.5714285714284,25.602773232491995
bagnadnem,12.0,3655.75,25.76985784411479
sycosis,1.0,1099.0,27.143386897404202
FoxUni,2.0,8323.5,23.058264714362664
martijnhalekor,2.0,901.0,27.370540993213744
forever-loser,1.0,1438.0,26.66637089618456
edisar,3.0,5327.666666666667,24.86204907190916
fruenko,48.0,3022.6857142857143,26.216809461963475
Charade,18.0,3367.625,25.579359798094906
autopoietico,25.0,3903.55,25.732920583143475
KoningVlog,1.0,3917.0,25.49394536750211
ISpoonJelly,1.0,5240.0,25.001438848920863
P666R,34.0,2628.8076923076924,26.47973672225929
CagEKamE,14.0,3064.6153846153848,25.98009105651765
Francescof480,3.0,5523.0,24.609595789543405
Dniam4,1.0,2068.0,26.345664739884395
Merlachen,26.0,3839.1,25.46368950538863
aniym,7.0,3079.4285714285716,26.010573246485194
EatingKatesBush,3.0,3091.0,25.734618352806745
shandrol,41.0,2926.285714285714,26.23079379659049
stevenajb,5.0,6019.4,24.249097041131733
limegreenjello,4.0,6354.5,24.192872871403406
Micyaotl,25.0,2999.9,26.05404599044197
GutWeed,14.0,4070.153846153846,25.39791918421657
tlambrec,1.0,4947.0,25.03409090909091
lauren_arr,1.0,3641.0,25.96315468940317
AnasisANSS,38.0,3175.7241379310344,25.95952652912425
MadThespian,38.0,3488.896551724138,25.832820429790473
Eclectic-G,16.0,4096.923076923077,25.295246323233606
BenMaunder,30.0,3628.16,25.743899891966574
Ines-Incinerate,2.0,4090.0,25.405469443387855
vicente-p,34.0,3088.125,25.905115611665398
richbyrne,1.0,288.0,26.796875
Panfanelpwno,1.0,9433.0,22.397634313508732
sylkas12,47.0,2806.3055555555557,26.21347351928899
masteralexander,42.0,3616.1071428571427,25.609244548901124
zeffex,6.0,2402.0,26.3399062566821
Vaillescant,19.0,2424.133333333333,26.46710902218113
OrisSheol,5.0,3918.8,25.580460601399864
aGabed,31.0,3328.5454545454545,26.012222853435524
Pri_mo,8.0,5533.666666666667,24.773460617603746
jaylakoy,6.0,5211.2,24.764121517127023
pandora_uzumaki,21.0,3828.470588235294,25.39679015384948
Kaosmonger-95,2.0,7280.5,23.648499360441775
AGH,12.0,3560.4545454545455,25.79029253658501
lkan,3.0,4933.333333333333,24.925139705747924
punkdrummins,6.0,2869.3333333333335,26.314982934866006
luanacherie,5.0,3644.2,25.639407813541947
Razieeel,1.0,4520.0,24.986724595703595
lipevazs,2.0,7182.5,23.842931082808782
virtualpoint,48.0,3328.942857142857,25.944086823929577
vyrukavickovany,7.0,3591.25,25.50179262767518
KevinReis,1.0,1557.0,26.04895666131621
dm633,11.0,3556.2,25.87332863759999
shorty74,9.0,4181.571428571428,25.444423232297318
Omertalvendetta,36.0,3513.153846153846,25.811165381888507
und_06,4.0,1984.3333333333333,27.493354249691127
stiv,9.0,2837.8571428571427,26.32712908888727
cbicudo,21.0,3301.8823529411766,25.87078914611827
PaleSkinnySwede,5.0,4442.0,24.746095081143675
cheshierr,8.0,3394.5714285714284,25.940424702784117
Kelyson,1.0,5056.0,24.85747863247863
Ariskapp9,16.0,4003.5625,25.5209278807599
L_E_E_,11.0,3809.2,25.629218716830813
colmtroy,1.0,509.0,26.89864864864865
Proxsimus,31.0,3515.0416666666665,25.84265781100254
apokrif9431,5.0,7833.666666666667,23.33227534340898
plutoniume,3.0,2643.5,26.08620345897495
Kind_of_blue85,9.0,3175.222222222222,25.985987199505196
atruskot,6.0,2762.6666666666665,26.18775571947168
Moaxl,9.0,3818.5,25.73121509284133
makoyu,17.0,3843.733333333333,25.580093559827453
Massdron,46.0,2695.5833333333335,26.149510942764444
Nosalises,3.0,3535.5,25.398725225837637
nic0us,6.0,5277.25,24.934741051275033
hcnnet,9.0,1861.125,26.921625613773763
stimoroll_pl,17.0,3014.125,26.079036898676936
Sarinhax,8.0,2775.714285714286,26.4242478835674
Mupp,1.0,3277.0,25.5260989010989
Nenzor,6.0,3975.3333333333335,25.442448938549642
Paolaparker,3.0,499.6666666666667,28.393074857362787
DuduuLopes,7.0,2282.2,26.514706600212314
Infebis,18.0,2916.0,25.92435898288155
ColonyofMetal,4.0,3585.6666666666665,25.744072329280517
MrFroosh,1.0,880.0,27.6517571884984
Nproz,29.0,3433.230769230769,25.814218072838734
brunogouvea,5.0,2156.0,26.562643216663098
Purest_Mud,13.0,3980.7272727272725,25.702497473043888
str8_bg,1.0,564.0,29.633846153846154
edikstepanov,29.0,3440.2380952380954,25.878792216510526
alokin_85,5.0,1815.2,27.138520720099148
gskijj,45.0,3014.7948717948716,26.163035621601132
violagio,2.0,5437.0,24.596017765693077
tikilab,40.0,2902.5714285714284,26.227474256621775
Antonioperaba,2.0,5339.0,24.749813664596275
bartosw,4.0,6366.0,24.159120942364638
uksus666,12.0,5088.125,25.03655554615777
parminius,5.0,4456.4,25.578265747580883
Jokki-,46.0,3157.8529411764707,26.036393301994895
dex092,4.0,3268.3333333333335,26.138881069882178
iHateChrislol,21.0,3976.9375,25.40325120413839
dimablink,9.0,3968.25,25.40493737191658
kazum1ru,7.0,1848.3333333333333,26.28953997297
alluriah,1.0,5784.0,24.502773668639055
choki4,3.0,5289.0,24.982720503860406
Machinarium92,3.0,6238.5,24.224369038300583
thug_nigga,8.0,3631.125,25.771858904038723
pandinho1,2.0,5784.0,24.502773668639055
GarettsBalls,11.0,5422.444444444444,24.689102443723122
Primath,4.0,3566.6666666666665,25.46470494043166
ueber,8.0,5013.0,25.025798328271954
DiemExuro,8.0,3670.1428571428573,25.557202628118535
dieselproxy,3.0,2698.5,26.464318086003374
Savodonga,39.0,3955.277777777778,25.610499282982502
DiegueT,4.0,2403.3333333333335,26.43586993373977
bogdanszonja,2.0,9433.0,22.397634313508732
thinkingjack,4.0,2228.3333333333335,26.115279923616527
Notjoeybloom,19.0,3952.6428571428573,25.392031950206405
Panther_Panther,45.0,3249.285714285714,26.11072012401335
davibenseman,7.0,2650.285714285714,26.323116691476944
SidLavigne,24.0,3523.190476190476,25.825058619161183
M_jk,49.0,3272.057142857143,25.978104792318614
sn4995,28.0,2919.1,26.235098828442887
mr_Sombrero,13.0,2194.090909090909,26.36534403840559
WeirdAlien,7.0,3879.0,25.71049292334831
LadyTownley,1.0,6040.0,24.218573446327685
sergiorax,4.0,3467.3333333333335,25.71072994826622
SaraH_rockrules,1.0,7093.0,23.807692307692307
norne_,2.0,2524.0,26.576692768309535
storios,1.0,880.0,27.6517571884984
roknewdo,2.0,3964.0,25.80279732435105
neverending4181,1.0,579.0,27.04597701149425
d_eva,4.0,5746.75,24.490700392432846
THiCE,24.0,3549.777777777778,25.766539120755212
cassi_rox28,3.0,3806.0,25.665203286231048
Re_nai,2.0,9433.0,22.397634313508732
fbrahimi,8.0,6247.0,24.190383522019406
MathXMathX,4.0,3065.0,26.205602627510128
auto_reverse,9.0,4174.666666666667,25.306544604816438
Mister_Frog,2.0,1147.0,27.20687117052598
Mattiux,7.0,4164.75,25.651789586477328
GreenestGrass,1.0,6427.0,24.134293757244578
Danielsoy,1.0,9433.0,22.397634313508732
Ivar138,21.0,2838.6875,26.25083154800174
The_Tapdancer,34.0,2593.4583333333335,26.667078883222327
arilderiksen,2.0,3277.0,25.5260989010989
Belsebu_srt4,1.0,3705.0,25.979372197309416
Chriscald08,1.0,9433.0,22.397634313508732
degenererad,10.0,4359.625,25.278097375274534
narvils,9.0,3128.625,25.94601368319159
SteyEy3,3.0,4051.6666666666665,25.392304059252478
Goldener_Reiter,28.0,3510.4545454545455,25.906333930323186
squissymussy87,42.0,3287.5454545454545,25.93131652776903
Jelof,1.0,5240.0,25.001438848920863
marimoraes_sp,3.0,3092.5,25.889358990668132
ziemba15,2.0,4867.0,24.72142461778811
prigix,24.0,3635.1052631578946,25.64985395511988
ItsMeQwerty,2.0,1865.0,26.953393949721665
SaraKerriganYM,3.0,5039.666666666667,25.015836887476535
dwolfson20,1.0,2068.0,26.345664739884395
VenOmaX666,1.0,1445.0,26.861579414374447
BKgoesbrutal,5.0,8099.5,23.146946194451388
s_satturn,3.0,6308.0,24.125228207737806
HikkaJaba,1.0,464.0,27.171875
Muaddibzero,1.0,2853.0,25.77951180472189
Taika-Kim,7.0,4365.857142857143,25.26746693120609
roshieru,5.0,3892.25,25.920938224435098
pipemanuel,2.0,2833.5,26.104728126779275
Iezuz,46.0,4028.7096774193546,25.48647386095639
nukejr,1.0,2033.0,26.797169811320753
DynamicDonut,22.0,3626.8823529411766,25.706383252095748
knappnoise,3.0,4671.333333333333,25.277542389095103
Andrejynia,12.0,4767.333333333333,25.133085682631354
abs_zero,44.0,2952.057142857143,26.153120700713888
mychem1774,36.0,3375.133333333333,25.866493652081623
